model_type,use_class_weights,dry_run,split_seed,outer_fold_seed,seeds,seed_runs,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std,oof_class_collapse_seeds,fold_class_collapse_runs,fold_runs,agree_f1_mean,agree_prediction_count_mean,folds_missing_agree,disagree_f1_mean,disagree_prediction_count_mean,folds_missing_disagree,question_f1_mean,question_prediction_count_mean,folds_missing_question,statement_f1_mean,statement_prediction_count_mean,folds_missing_statement
roberta,True,False,42,42,"42,123,2026",3,0.5230718922681099,0.04064388974635493,0.33321377694154725,0.06341816835487255,0,0,15,0.4374278355093703,69.33333333333333,0,0.5966907190104968,130.0,0,0.7002216616983872,51.0,0,0.35794735285418516,49.666666666666664,0
