silver_size,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std
3000,0.5550558901010163,0.02519420137599169,0.3691872079500466,0.026239430875529074
5000,0.5646510060002816,0.016878880566502483,0.3871859277829248,0.011138394775408431
8000,0.559863426616822,0.006113814586389562,0.3795811625617633,0.007507897171999659
10000,0.5517994656372921,0.01732310230243638,0.3682516394650752,0.02276795722474132
