silver_size,macro_f1_mean,macro_f1_std,n_runs
500,0.20854596775752512,0.07716116728563158,6
1000,0.39717969390057567,0.07021859553445678,6
2500,0.56231552780304,0.04204347961144637,6
5000,0.5635976070226705,0.046318261989402795,6
8000,0.5676121558685494,0.012509654447428043,6
10000,0.5131806688570052,0.04208245492249162,3
