fold,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std
1,0.14045662967373732,0.049844516130471736,-0.014811421591082619,0.025654134728077756
2,0.13683300985695712,0.04144703628691083,-0.01149425287356324,0.019908629972056103
3,0.1818695927320253,0.021848855388666672,0.005008743072226651,0.050644005480591545
4,0.13497042856571545,0.024459502802985988,-0.004974329136909132,0.02811281997854026
5,0.18564769581501384,0.0272368348316429,0.03872318158032447,0.05781543335371601
