model_type,use_class_weights,dry_run,split_seed,outer_fold_seed,seeds,seed_runs,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std,oof_class_collapse_seeds,fold_class_collapse_runs,fold_runs,agree_f1_mean,agree_prediction_count_mean,folds_missing_agree,disagree_f1_mean,disagree_prediction_count_mean,folds_missing_disagree,question_f1_mean,question_prediction_count_mean,folds_missing_question,statement_f1_mean,statement_prediction_count_mean,folds_missing_statement
roberta,False,False,42,42,"42,123,2026",3,0.34989162013590863,0.022874111303623344,0.16339950180046048,0.030070590201965165,0,8,15,0.20268438436718406,32.333333333333336,3,0.6498858583600368,232.66666666666666,0,0.5107839121304037,29.666666666666668,1,0.0362123256860099,5.333333333333333,7
