train_seed,macro_f1,cohen_kappa,class_collapse,fold_collapse_runs,agree_f1,agree_prediction_count,disagree_f1,disagree_prediction_count,question_f1,question_prediction_count,statement_f1,statement_prediction_count
42,0.24848719090506177,0.06424694158632416,False,2,0.13953488372093023,22,0.6553398058252428,267,0.125,4,0.07407407407407407,7
123,0.24848719090506177,0.06424694158632416,False,2,0.13953488372093023,22,0.6553398058252428,267,0.125,4,0.07407407407407407,7
2026,0.24848719090506177,0.06424694158632416,False,2,0.13953488372093023,22,0.6553398058252428,267,0.125,4,0.07407407407407407,7
