model_type,use_class_weights,dry_run,split_seed,outer_fold_seed,seeds,seed_runs,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std,oof_class_collapse_seeds,fold_class_collapse_runs,fold_runs,agree_f1_mean,agree_prediction_count_mean,folds_missing_agree,disagree_f1_mean,disagree_prediction_count_mean,folds_missing_disagree,question_f1_mean,question_prediction_count_mean,folds_missing_question,statement_f1_mean,statement_prediction_count_mean,folds_missing_statement
roberta,True,False,42,42,"42,123,2026",3,0.421586104256155,0.05866918256290058,0.22137462310288591,0.055283801663514515,0,2,15,0.2639122038993669,62.333333333333336,0,0.5775972248909697,151.0,0,0.6294553857579067,59.666666666666664,0,0.21537960247637666,27.0,2
