folds,seeds,runs,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std,dry_run,use_class_weights
5,"42,123,2026",15,0.1559554713286898,0.037642973786352014,0.0024903842101992256,0.03883474476850194,False,True
