fold,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std
1,0.13903598372847337,0.048402663039897556,-0.016084303937881295,0.02785883162479057
2,0.17525828483231798,0.011665899538418824,-0.007044402751719876,0.006618546996436501
3,0.17749935596377542,0.01800042445257824,-0.02409142771636456,0.029040893344767085
4,0.2010128879871491,0.06226414680967667,-0.00307948584351588,0.057836894581168176
5,0.152773776369282,0.01757611018276302,-0.005899705014749272,0.01021858883521463
