experiment_version,silver_size,use_class_weights,dry_run,runs,macro_f1_mean,macro_f1_std,cohen_kappa_mean,cohen_kappa_std,class_collapse_runs,agree_f1_mean,agree_prediction_count_mean,disagree_f1_mean,disagree_prediction_count_mean,question_f1_mean,question_prediction_count_mean,statement_f1_mean,statement_prediction_count_mean
v2_group_split,500,True,False,6,0.4154641772873515,0.08645431069819443,0.24546934291203681,0.09392167819250007,1,0.21727528050357778,27.666666666666668,0.5348989177797757,119.16666666666667,0.6108487090618897,68.33333333333333,0.2988338018041627,84.83333333333333
v2_group_split,1000,True,False,6,0.5813604891987002,0.018942022561712624,0.4126327546151825,0.028670895496902903,0,0.5869422893412198,64.16666666666667,0.5819005635500744,100.66666666666667,0.7832676895709856,57.666666666666664,0.37333141433252076,77.5
v2_group_split,1500,True,False,6,0.6143487102712061,0.027478381108840533,0.4614857096344463,0.03615879780133207,0,0.6756082080297565,66.16666666666667,0.5695506915237946,87.0,0.7865054509522441,64.16666666666667,0.42573049057902895,82.66666666666667
v2_group_split,2000,True,False,6,0.6183551649433024,0.018745090928386193,0.46526356731098345,0.029969177138496738,0,0.6670271351866982,66.66666666666667,0.5859330817555944,87.16666666666667,0.7990085817446705,62.0,0.42145186108624694,84.16666666666667
v2_group_split,2500,True,False,6,0.621956151770532,0.02744971696928186,0.4732004417335551,0.03841862505999339,0,0.6939359749531505,70.5,0.5829099874206195,81.66666666666667,0.797916666182419,62.166666666666664,0.4130619785259388,85.66666666666667
v2_group_split,5000,True,False,6,0.6092108937641566,0.0206523570607086,0.4566103434059556,0.029464968613521256,0,0.7044504078781322,72.83333333333333,0.531699623721437,70.16666666666667,0.7697502826351436,61.666666666666664,0.4309432608219141,95.33333333333333
v2_group_split,8000,True,False,6,0.5951027177759706,0.012160942973757612,0.43224249933167674,0.01926867349748128,0,0.6902169675446898,68.83333333333333,0.4975854345942055,67.16666666666667,0.7754206798415207,61.333333333333336,0.4171877891234666,102.66666666666667
v2_group_split,10000,True,False,3,0.5849260611775696,0.005934787843012709,0.42105860236480624,0.006771210368304973,0,0.6567181981314799,67.0,0.5039452557984804,70.33333333333333,0.7446478028159014,60.666666666666664,0.43439298796441655,102.0
